date,year,trt_yr,yr_mon,peak,stream,ratio,mean.chla,mean.afdm,mean.bf.ratio,mean.cp,mean.cn,mean.np,se.chla,se.afdm,se.bf.ratio,se.cp,se.cn,se.np,Light,mean.light2,mean.discharge2,mean.temp2,mean.din2,mean.srp2,mean.np2,light2.z,temp2.z,discharge2.z,addN2.z,addP2.z,addNP2.z
3/10/2013,2013,YR2,2013-03,peak,10,8,6.256840917,0.081638889,38.02601691,182.8069088,7.139914098,26.25268541,3.965264477,0.014926802,20.68377343,48.57123739,0.358821086,8.019947917,1.372884689,1.017489016,15.50716264,6.519975071,129.7970807,37.83573927,9.09909838,0.212051142,-0.898148518,1.146522766,-0.262888568,0.605820748,-0.757885586
4/10/2013,2013,YR2,2013-04,peak,10,8,89.91116533,1.627166667,12.78081698,125.3718914,7.691511366,16.40398957,27.52316118,1.315087664,7.476733496,18.94477185,0.314984949,2.701409837,1.904039949,1.638462319,12.06831366,7.761319527,165.2346003,38.07212317,7.221336564,0.860674424,-0.482909148,0.783431558,-0.019643897,0.610541863,-0.946617541
5/10/2013,2013,YR2,2013-05,peak,10,8,186.4768792,0.506555556,3.294744705,154.8701112,23.95310332,6.230445111,71.58597169,0.12862417,0.523006168,71.65792901,5.021134266,3.183061629,1.638615503,1.771327726,12.7957369,9.834921956,195.8352958,40.0319435,13.11608491,0.966828448,0.081253854,0.868192978,0.151566433,0.648591087,-0.459305101
6/10/2013,2013,YR2,2013-06,peak,10,8,46.58871875,0.184034722,4.619512599,242.0135762,6.782172857,36.27833179,11.98934654,0.021408271,0.903612563,48.84578616,0.253367023,8.210945632,0.782835055,1.210725279,11.13203606,11.40024574,150.8503489,36.51633905,15.01919246,0.448782729,0.433149114,0.666480268,-0.111420172,0.578915248,-0.348672022
7/10/2013,2013,YR2,2013-07,notpeak,10,8,3.059622222,0.082833333,69.14433876,410.2305035,8.683076746,49.00517445,1.41318061,0.009297371,47.46403726,77.984447,2.282239362,4.237885745,0.607884943,0.695359999,17.0966273,12.52240908,139.7994681,32.19694004,8.007176686,-0.306203719,0.65683676,1.287837089,-0.188082704,0.483489032,-0.862270114
9/10/2010,2010,PRE,2010-09,notpeak,8,16,3.493991667,0.28187037,216.9906662,459.520173,13.79071179,33.41273705,2.883970834,0.083817615,146.8402589,102.7504706,3.132731384,0.316615623,0.703256506,0.508312143,5.570776688,16.08030598,25.3973125,2,28.11845313,-0.732792796,1.252660297,-0.336098893,-1.906724464,-1.622846147,0.163379962
10/10/2010,2010,PRE,2010-10,notpeak,8,16,0.641170833,0.110708334,224.7191015,333.9251858,8.74441609,38.22938495,0.184834301,0.012791667,96.30818657,78.18933979,0.040409209,9.118294256,0.357447464,0.530351985,6.660460573,13.48092997,24.04406875,2,26.62021897,-0.675005714,0.832566692,-0.077371687,-1.961899272,-1.622846147,0.118670121
11/10/2010,2010,PRE,2010-11,notpeak,8,16,0.77485625,0.096975,167.7367577,NA,NA,NA,0.164613838,0.018785816,74.67335548,NA,NA,NA,0.330502074,0.343974769,9.312563794,10.19078848,21.0704125,2,23.3279567,-1.264476986,0.165941758,0.408030397,-2.09492996,-1.622846147,0.01087127
12/10/2010,2010,PRE,2010-12,notpeak,8,16,0.783076389,0.117847223,225.9080913,NA,NA,NA,0.216449197,0.015249289,111.8409227,NA,NA,NA,0.561905722,0.446203898,11.48696883,5.979060826,30.9279125,2.0492,33.14082354,-0.910216763,-1.104496252,0.711933758,-1.708198267,-1.604424465,0.297570527
1/10/2011,2011,PRE,2011-01,notpeak,8,16,0.458597222,0.050080296,110.9108845,579.0830709,12.27945017,39.34830422,0.082542239,0.012475629,29.01373803,405.5289725,6.630786979,8.286089472,0.391693055,0.476799389,11.24417812,3.132460182,64.6454125,2.0984,44.7477185,-0.819925539,-2.644699071,0.680996187,-0.965287865,-1.586439871,0.542757732
2/10/2011,2011,PRE,2011-02,notpeak,8,16,2.805122396,0.113451389,48.15583021,217.7623385,7.841703973,26.76322343,0.568313473,0.018766208,15.06339811,90.49268288,2.852089918,1.629050389,0.7225658,0.557129428,10.16768919,3.767413295,67.32125,2.2675,46.63671444,-0.607945137,-2.204947463,0.535255666,-0.924418118,-1.527691049,0.576519865
3/10/2011,2011,PRE,2011-03,peak,8,16,0.963703125,0.162222223,212.1455329,226.3171657,8.538674995,24.55658294,0.328675667,0.032517258,65.17661461,102.2871888,1.87734392,9.12353147,1.359283573,1.040924687,11.2039741,5.764686984,58.86375,3.0365,43.67489006,0.24305357,-1.191490348,0.675808804,-1.059697865,-1.306327565,0.522942577
4/10/2011,2011,PRE,2011-04,peak,8,16,1.630507813,0.115973625,89.57967414,357.1268975,11.75243423,30.0939884,0.381410274,0.028497162,30.43142594,97.28834895,1.922345315,4.919871155,1.618914815,1.489099194,10.60041505,8.274495789,42.995,5.216,23.03312358,0.730537585,-0.330363334,0.595614083,-1.376247923,-0.896218285,0.000485523
5/10/2011,2011,PRE,2011-05,peak,8,16,1.812540625,0.046544445,40.03024044,211.5706301,8.279719432,25.57442397,0.96884321,0.00817666,9.687676625,46.80987486,1.449336105,2.710532273,0.653049363,1.135982089,6.481847333,10.40363406,16.02,6.6265,5.35318149,0.362028264,0.215191838,-0.116738271,-2.37106275,-0.714788707,-1.191048955
6/10/2011,2011,PRE,2011-06,peak,8,16,1.403696875,0.082875,160.4406829,280.8680995,8.634953259,32.25507572,0.952699936,0.024066206,88.97098681,78.91531964,0.102301053,8.63684302,1.273926487,0.963487925,3.690186329,12.73873441,NA,NA,NA,0.137806869,0.697644397,-0.93255158,NA,NA,NA
7/10/2011,2011,PRE,2011-07,notpeak,8,16,0.867657292,0.068814815,146.5854756,932.309542,9.535961988,99.78915052,0.609617863,0.009670834,73.0231398,9.424352562,1.310816308,14.70534368,0.967444228,1.120685357,3.419592954,14.94779893,340.7351212,53.22495389,27.36019858,0.343570888,1.078657956,-1.042839983,0.70964393,0.864513477,0.14105836
8/10/2011,2011,YR1,2011-08,notpeak,8,16,0.433504167,0.135867356,253.0686638,562.9035791,11.39043357,50.36558,0.129696451,0.021794423,14.88639135,197.1318352,0.546655623,19.72396059,0.863420651,0.91543244,4.991588425,16.01764517,356.8382641,52.41847808,25.24164006,0.068150386,1.243357881,-0.495082893,0.756175191,0.852939855,0.075249596
9/10/2011,2011,YR1,2011-09,notpeak,8,16,0.663235417,NA,NA,NA,NA,NA,0.663235417,NA,NA,NA,NA,NA,0.96762307,0.915521861,7.596893664,15.48856707,274.0818786,38.65010526,17.916967,0.068283369,1.163330082,0.113140373,0.490296534,0.621963107,-0.20461806
10/10/2011,2011,YR1,2011-10,notpeak,8,16,0.617159375,0.108074074,172.6413409,220.8618962,6.473947714,35.55817837,0.157614955,0.020274793,33.7338051,40.33104776,1.478954875,5.323585202,0.40982291,0.68872299,6.536216486,12.74238965,313.2639862,35.27044467,15.8406148,-0.319260792,0.698327953,-0.10464155,0.624940309,0.552600915,-0.305192465
11/10/2011,2011,YR1,2011-11,notpeak,8,16,0.259258854,0.136183333,561.7977536,434.5161122,14.25526067,35.73039872,0.065366514,0.015944966,181.0605289,186.8370634,7.474211168,9.253624475,0.512647629,0.46123527,5.149999768,9.637585485,400.9655991,39.86099865,18.05187664,-0.865108819,0.032961675,-0.449837474,0.873662075,0.645347241,-0.198492755
12/10/2011,2011,YR1,2011-12,notpeak,8,16,0.440426389,0.080648148,274.6566791,229.3117373,8.380180413,27.97923779,0.257508469,0.016281485,78.71616381,80.56636434,0.267317374,10.74342908,0.58793093,0.55028928,6.336345511,7.655746774,409.07072,43.69972291,17.47985399,-0.624763798,-0.515540371,-0.149617321,0.89382792,0.715042391,-0.224785964
1/10/2012,2012,YR1,2012-01,notpeak,8,16,1.123346875,0.05005,62.1187801,279.464867,7.567529347,36.97086516,0.391026163,0.007174085,17.93807296,15.61404228,0.195115947,2.074202211,0.457457124,0.522694027,5.445942807,6.173975134,422.1951823,49.19186111,21.30553013,-0.694807552,-1.028064707,-0.368920342,0.925649706,0.804781951,-0.063177635
2/10/2012,2012,YR1,2012-02,notpeak,8,16,0.972788542,0.065833333,73.56875327,NA,2.828538838,NA,0.169179094,0.007224893,13.53129202,NA,1.073523182,NA,0.567710475,0.5125838,4.470121771,5.540826636,343.3717211,44.9866196,13.74547478,-0.721399493,-1.285857338,-0.654875315,0.717411217,0.737042734,-0.421033448
3/10/2012,2012,YR1,2012-03,peak,8,16,4.496632292,0.083513889,22.72286957,NA,NA,NA,1.527926102,0.009692159,4.663185769,NA,NA,NA,0.999695484,0.783702979,5.644639224,7.166303115,458.3563026,58.26768115,18.33113909,-0.143373554,-0.672949104,-0.317023474,1.008458861,0.933129847,-0.185957546
4/10/2012,2012,YR1,2012-04,peak,8,16,6.824445833,0.084375,24.99909659,303.5264121,7.240098223,41.83667412,3.596182915,0.008335042,9.079788528,26.94796949,0.179685304,3.357113877,0.850114268,0.924904876,6.079004734,9.421721504,486.5771115,62.33509494,17.31467753,0.082165619,-0.021010275,-0.209661488,1.068665493,0.984278926,-0.232538604
5/10/2012,2012,YR1,2012-05,peak,8,16,27.68715833,0.099296296,2.789662055,176.2035065,6.3266226,27.92193371,9.958647457,0.029801285,0.212979874,18.1260533,0.143525862,3.158982882,0.209188977,0.529651623,4.680939172,11.27784768,363.6917558,52.35641446,15.7029594,-0.676804782,0.407430435,-0.588137677,0.77534509,0.852041823,-0.312319261
6/10/2012,2012,YR1,2012-06,peak,8,16,53.0406625,0.3167175,8.142323045,277.6042268,8.565790799,32.43210338,16.44154215,0.081162083,2.67573605,18.74364485,0.520693689,1.107705531,0.134955108,0.172072043,3.801884891,12.99548102,402.4495433,52.9149441,12.05692822,-2.20749339,0.745187186,-0.88936619,0.877384492,0.860085453,-0.528057949
7/10/2012,2012,YR1,2012-07,notpeak,8,16,9.245060416,0.05862,47.60694001,190.2574622,11.84315439,17.02015833,5.199176766,0.008499536,26.32575271,28.61927386,2.784913531,1.644559942,0.185260923,0.160108016,5.239735609,14.91040323,474.9488886,58.90572864,16.05168593,-2.305605803,1.072689875,-0.424820704,1.044291852,0.941385287,-0.294384137
8/10/2012,2012,YR2,2012-08,notpeak,8,16,2.684091667,0.066705,37.78829094,167.2638194,8.019001532,20.86919608,1.742279295,0.005295,28.66435751,17.94457718,0.036973737,2.333980019,0.168881534,0.177071229,6.609812598,15.86010635,403.4823515,55.69113098,19.30101194,-2.168503005,1.219808479,-0.088426294,0.879967159,0.898847011,-0.143859576
9/10/2012,2012,YR2,2012-09,notpeak,8,16,3.159129167,0.061103704,24.59425707,150.4246902,5.092731009,29.65354393,1.461454167,0.005151515,13.57232016,8.078082285,0.217512473,2.06687706,0.191295726,0.18008863,6.449999,15.11335313,318.0055808,48.39194638,21.57186001,-2.145498493,1.104901074,-0.123871498,0.640078174,0.792354339,-0.053033702
10/10/2012,2012,YR2,2012-10,notpeak,8,16,0.178463542,0.12483125,700.1605143,196.5074605,6.946197833,28.73147061,0.003244792,0.00443125,37.56019201,12.66012437,0.668518643,4.58778297,0.522632146,0.356963936,6.449999,13.26406936,369.2855136,55.11493505,22.47779722,-1.214012809,0.793927853,-0.123871498,0.79072552,0.890963447,-0.019442464
11/10/2012,2012,YR2,2012-11,notpeak,8,16,1.349833333,0.12062963,154.2119969,264.4739592,6.925839299,39.97738593,0.851517746,0.018882388,52.43823128,101.4612431,0.475577743,16.41175342,2.957403068,1.740017607,6.449999,10.07375269,326.7250271,48.748216,14.83613311,0.942548099,0.138420822,-0.123871498,0.667335548,0.797914584,-0.358685495
12/10/2012,2012,YR2,2012-12,notpeak,8,16,2.100029167,0.0891,72.94962929,167.3452518,10.68119225,14.80012504,1.381137025,0.023238832,23.6416389,61.69883708,1.201740803,3.957769436,0.9662556,1.961829334,6.449999,7.677492846,301.1036368,45.40864111,21.36741857,1.105897984,-0.508782286,-0.123871498,0.585045042,0.744120629,-0.060809173
1/10/2013,2013,YR2,2013-01,notpeak,8,16,0.250065278,0.046618519,212.5914039,1430.483913,16.60274012,57.33544206,0.080125844,0.006159593,49.44597364,1091.563221,7.85399212,20.74716219,0.738873274,0.852564437,6.449999,6.89046908,425.3656783,60.52397641,16.29965347,-0.028713868,-0.766466941,-0.123871498,0.933188559,0.961928637,-0.28186656
2/10/2013,2013,YR2,2013-02,notpeak,8,16,0.28035,0.0558,199.0369181,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.755198194,0.747035734,6.449999,5.965746142,462.1904483,62.39867037,16.57797129,-0.208610336,-1.109807889,-0.123871498,1.016852923,0.985051637,-0.268041718
3/10/2013,2013,YR2,2013-03,peak,8,16,5.821805208,0.099423611,94.90848924,128.8087587,8.352945094,15.06554597,4.898301431,0.032392207,65.31914892,36.1025255,0.298561699,3.876885751,1.586670503,1.170934349,5.043020172,4.978855825,400.2585977,52.7895898,15.88964114,0.403286329,-1.540658397,-0.480237434,0.871883742,0.858287585,-0.302669185
4/10/2013,2013,YR2,2013-04,peak,8,16,85.34451043,0.291252778,8.638755109,230.3538016,8.895423242,26.22201878,50.67155506,0.118247766,3.973526381,53.24946916,0.290163159,6.667606767,1.972155418,1.77941296,4.967339678,6.694197548,352.715847,49.53904694,16.123811,0.973028661,-0.835318695,-0.502135286,0.744466234,0.810113122,-0.29072338
5/10/2013,2013,YR2,2013-05,peak,8,16,119.382375,0.463653704,6.3893969,187.416602,9.604150645,21.91634088,61.24587059,0.230421601,2.696493932,48.91972662,3.267329802,3.823803804,1.786640019,1.879397718,7.316982348,9.618080044,337.9835312,54.17893529,13.93220712,1.047456298,0.028134713,0.058772804,0.701473532,0.877979624,-0.410015376
6/10/2013,2013,YR2,2013-06,peak,8,16,40.83765,0.1954,5.345541016,141.0844658,6.354447306,22.27598893,9.444376577,0.000900206,1.243153964,37.34718221,0.230474662,5.887558203,1.363501949,1.575070984,6.978029405,12.07922553,330.2629164,48.96521456,17.79150694,0.806954467,0.570986205,-0.009917475,0.678188252,0.801281368,-0.210355857
7/10/2013,2013,YR2,2013-07,notpeak,8,16,5.101677778,0.103703703,25.85543572,264.9132828,7.063858536,37.42336475,1.887990903,0.011482456,7.577309358,37.41358438,0.19901507,4.970842555,1.004021214,1.183761581,6.803733574,13.75203364,386.5860878,53.03026535,13.56022359,0.418119523,0.88000523,-0.04654979,0.836861023,0.861735667,-0.432113035
9/10/2010,2010,PRE,2010-09,notpeak,6,32,1.036061979,0.278451389,315.1417866,333.3679415,14.35655502,22.0082539,0.343495133,0.100315386,66.00749751,111.6700521,2.194741274,4.334101149,1.117959539,1.052990877,5.199904802,16.46879399,165.1959,2,182.8954607,0.258744476,1.30953717,-0.435871528,-0.019879934,-1.622846147,1.692348011
10/10/2010,2010,PRE,2010-10,notpeak,6,32,0.59185,0.16975,304.9759236,1333.610082,13.1536282,81.73005736,0.256997333,0.051219774,58.85500303,909.202981,3.153185475,41.47054969,1.340914061,1.2294368,5.034568175,13.19107994,152.0210375,2.4328875,145.0885608,0.469662761,0.780780836,-0.482666626,-0.103630266,-1.474325575,1.503260744
11/10/2010,2010,PRE,2010-11,notpeak,6,32,0.270399305,0.110425926,1.56439E+17,NA,NA,NA,0.138089089,0.021421874,1.56439E+17,NA,NA,NA,1.688542486,1.514728273,4.574123518,9.272940704,135.7230875,2.9078875,103.4059636,0.753770344,-0.058934341,-0.621567479,-0.217901916,-1.339133762,1.22671249
12/10/2010,2010,PRE,2010-12,notpeak,6,32,2.874885417,0.111423611,182.0581413,NA,NA,NA,2.456828032,0.012856087,85.68761444,NA,NA,NA,1.129824715,1.4091836,7.670126265,5.402160966,168.358725,2.742725,138.8961264,0.655438767,-1.346242851,0.1270339,-0.000769607,-1.383459061,1.467644793
1/10/2011,2011,PRE,2011-01,notpeak,6,32,1.136650521,0.032923822,52.86015587,1102.175041,22.07842806,43.11733233,0.557844114,0.001200214,28.58018753,565.2650914,11.65054099,17.26238216,1.018050835,1.073937775,9.254840659,3.183441868,258.708725,2.53545,178.2619865,0.285561654,-2.606234162,0.399025907,0.432129906,-1.443025078,1.671395156
2/10/2011,2011,PRE,2011-02,notpeak,6,32,8.638608853,0.147402778,56.96867746,282.7746257,7.286541662,35.39656211,4.053726713,0.032882872,40.13133408,132.3724832,1.827705489,10.16606468,2.705882975,1.861966905,8.344019565,4.212812314,257.02625,3.1075,143.0485576,1.034770348,-1.938714326,0.248989821,0.425555288,-1.288807388,1.491698341
3/10/2011,2011,PRE,2011-03,peak,6,32,1.322577084,0.151375,243.0512682,824.0569418,16.37460043,41.60096875,0.558940144,0.034425588,137.4049411,482.7478967,6.280270036,10.02550897,4.374130251,3.540006613,12.13009848,6.529170177,253.57875,3.83725,145.8036979,1.909496504,-0.894790745,0.790826842,0.411947964,-1.128912101,1.507275575
4/10/2011,2011,PRE,2011-04,peak,6,32,8.404010418,0.113575315,12.85701851,472.6674232,10.41193468,44.91159491,1.90268231,0.026731498,1.67041295,127.8509187,2.408596495,3.494307952,6.334915517,5.354522884,16.08051623,8.903755605,247.22,4.563,119.9432943,2.472882917,-0.155732122,1.199101666,0.386357464,-0.997604176,1.347851951
5/10/2011,2011,PRE,2011-05,peak,6,32,3.573813542,0.097120833,99.81695353,255.4989027,6.739480925,34.67430267,1.390815013,0.01057492,76.66300136,85.07362803,1.095506678,9.558078271,1.147854955,3.741385236,15.00026858,10.72672352,188.035,4.559,91.32775045,1.984821992,0.288058059,1.098393358,0.11060895,-0.998268962,1.125291327
6/10/2011,2011,PRE,2011-06,peak,6,32,1.075972917,0.083088889,98.09167128,323.5811511,7.850425699,40.43548554,0.375666354,0.009813159,25.56082983,58.19174772,0.41309374,6.125387089,0.450111648,0.798983302,9.995195702,12.95532473,NA,NA,NA,-0.11708399,0.737813587,0.510476334,NA,NA,NA
7/10/2011,2011,PRE,2011-07,notpeak,6,32,2.109547222,0.08762963,73.0904552,466.8549261,6.69208014,65.54451721,1.235537892,0.007996227,30.69650071,211.2571715,0.600278289,24.46304688,0.363119432,0.40661554,7.001983922,15.49387312,523.6346313,32.29820489,34.60756356,-1.036706377,1.16414616,-0.004954533,1.142627002,0.4858694,0.332932074
8/10/2011,2011,YR1,2011-08,notpeak,6,32,0.285541667,0.093880422,365.3932584,558.9761014,10.93145049,52.00604193,0.075487738,0.014984609,78.17314898,144.5962483,0.931218369,12.7063493,0.534400545,0.448759988,5.679173624,16.82309678,515.3055301,30.83729639,40.18614896,-0.902439907,1.360251299,-0.308190243,1.126469887,0.45078299,0.454964569
9/10/2011,2011,YR1,2011-09,notpeak,6,32,1.297916667,0.102361111,81.84214172,206.4633525,6.926747062,30.20395556,0.482873844,0.0236508,24.04665023,50.00197904,0.138751065,7.474214525,0.641802194,0.588101369,4.276408903,15.90137366,400.0114123,21.92190142,34.97505221,-0.534288217,1.225999783,-0.719033587,0.87126125,0.192116433,0.34155702
10/10/2011,2011,YR1,2011-10,notpeak,6,32,0.594445834,0.091222222,165.8640984,260.3623767,7.63390942,34.06453659,0.120950235,0.015869906,26.84129996,13.57333899,0.122881416,1.383897667,1.460519869,1.051161032,4.168320803,12.42940592,318.6830447,17.929151,36.31462969,0.256376542,0.639075489,-0.756108046,0.642222576,0.039709766,0.372247345
11/10/2011,2011,YR1,2011-11,notpeak,6,32,0.304145139,0.119892593,510.2193683,228.7769193,7.125819298,35.41361291,0.120588341,0.027224547,199.3753939,40.3103215,1.055341627,11.96059066,1.418845157,1.439682513,4.761600977,8.973905914,345.0930693,18.77150434,27.98616684,0.684590283,-0.137034018,-0.563394888,0.722450107,0.074512134,0.159529382
12/10/2011,2011,YR1,2011-12,notpeak,6,32,0.847539583,0.065486111,214.9785298,283.8409047,7.990384086,35.51463957,0.573705105,0.007460644,74.36835959,14.9629908,0.371001319,0.862997891,1.043882204,1.231363681,6.222761628,7.549422043,308.1197615,15.10975019,42.39535294,0.471794877,-0.548862028,-0.175812947,0.608255667,-0.089978535,0.498663003
1/10/2012,2012,YR1,2012-01,notpeak,6,32,0.517436111,0.07835,160.5136437,263.977553,7.208072378,36.37314751,0.066626389,0.005335963,35.36160872,44.71689729,0.185713165,5.497515681,1.298026596,1.1709544,7.152697797,7.062602151,366.4387332,16.3133136,53.47635967,0.403309642,-0.707678357,0.025886472,0.782927435,-0.031882701,0.688265108
2/10/2012,2012,YR1,2012-02,notpeak,6,32,0.905296875,0.055,66.88068488,NA,6.173755029,NA,0.230380208,0.006388889,24.07704665,NA,1.045768716,NA,2.133864178,1.715945387,6.509015663,6.687453096,405.5079917,19.03189703,56.167033,0.923581638,-0.837720366,-0.110680895,0.885013386,0.08495493,0.728349465
3/10/2012,2012,YR1,2012-03,peak,6,32,13.43473542,0.099402778,9.197003485,NA,NA,NA,3.839014519,0.020009686,2.509905792,NA,NA,NA,4.024776791,3.079320485,5.241187314,8.015996107,260.3699316,13.31797458,49.52882082,1.719683395,-0.405983692,-0.424419525,0.438579596,-0.185660402,0.625648534
4/10/2012,2012,YR1,2012-04,peak,6,32,22.21427639,0.05975,19.68203028,296.739259,7.512417243,39.51212748,14.65542644,0.028583333,13.94940018,24.24460934,0.02738659,3.371313247,4.190993536,4.107885164,4.462835187,9.978123117,290.0256907,17.90070439,53.39387048,2.112052933,0.115695138,-0.657237903,0.547272649,0.038506124,0.687004589
5/10/2012,2012,YR1,2012-05,peak,6,32,69.1919375,0.214851852,2.952593977,284.9452126,7.482635695,38.15221803,4.746865073,0.040693188,0.422581594,12.21632341,0.13331413,2.19299439,0.713086641,2.452040089,4.355070758,11.48085766,380.9062301,28.04525699,33.41572618,1.409560245,0.449937176,-0.692636868,0.821946194,0.378842608,0.304315804
6/10/2012,2012,YR1,2012-06,peak,6,32,70.68973333,0.318093333,4.949867316,279.879757,7.929408556,35.25336525,24.64878022,0.088159711,0.687020034,36.33074957,0.327837835,4.113302411,1.24995829,0.981522465,4.26881023,13.020991,301.030438,30.20052735,20.73033243,0.163054919,0.749859567,-0.721609158,0.584800047,0.434966479,-0.085525369
7/10/2012,2012,YR1,2012-07,notpeak,6,32,2.263566667,0.058752593,42.8095833,340.4236776,8.470554216,40.68277327,0.563321751,0.003525399,20.01976023,161.3053206,0.130204314,19.76910045,1.051159654,1.150558972,3.916961363,14.73393387,312.1569504,32.51371508,23.59605897,0.379387227,1.044323154,-0.846181948,0.621373034,0.490910515,0.020202078
8/10/2012,2012,YR2,2012-08,notpeak,6,32,0.842780556,0.048658889,92.34884976,NA,9.428541224,NA,0.270769737,0.007036825,54.51302133,NA,0.023535409,NA,1.17642727,1.113793462,3.490682713,15.61771287,328.8838501,25.43314449,32.94433657,0.335172497,1.183113948,-1.013042062,0.673971767,0.304733562,0.292714956
9/10/2012,2012,YR2,2012-09,notpeak,6,32,0.839752083,0.061886111,86.14232229,162.0692466,6.522581332,26.08900406,0.22324544,0.004388672,16.69393346,16.52254016,0.421486524,5.128444751,1.26517938,1.220803325,3.30878368,15.09474567,314.2050096,22.4457443,35.29706123,0.460068511,1.101965857,-1.090545002,0.627962733,0.210017004,0.349040391
10/10/2012,2012,YR2,2012-10,notpeak,6,32,0.208099306,0.094378333,464.4194754,193.9885634,5.367091474,35.91393078,0.024446968,0.004150687,51.60102426,28.7466992,0.361548741,3.660538847,1.473433806,1.369306593,4.086992228,13.28482312,358.1940588,25.90166415,33.33165398,0.616356861,0.797652859,-0.78464336,0.759996531,0.318570499,0.302258835
11/10/2012,2012,YR2,2012-11,notpeak,6,32,0.781345834,0.11215,171.4820759,267.1125847,6.590392188,40.45060251,0.246604167,0.0269,88.55002667,74.81262628,0.047675451,11.05914845,1.39538666,1.434410233,5.059493495,9.83035645,345.1066705,23.33713609,31.36952436,0.679595341,0.080147574,-0.475514508,0.722489821,0.239538096,0.252718619
12/10/2012,2012,YR2,2012-12,notpeak,6,32,0.606559722,0.084896296,228.1077225,162.4440784,8.828763175,17.89744964,0.196280783,0.013130251,137.5494757,40.29317665,1.042238686,2.252053752,1.086050167,1.240718413,5.045953461,7.307669792,362.7773781,24.51160941,33.79138097,0.482098804,-0.626406619,-0.479395328,0.772808468,0.276757711,0.313444052
1/10/2013,2013,YR2,2013-01,notpeak,6,32,0.298520834,0.044394445,157.8384164,748.1918117,14.05459214,83.02460362,0.096045834,0.006694445,28.35741029,NA,5.042904293,NA,1.309928435,1.197989301,6.890036327,7.042704301,406.0958147,26.73431333,29.17180269,0.434385357,-0.714400386,-0.02829544,0.886473039,0.342554831,0.193409587
2/10/2013,2013,YR2,2013-02,notpeak,6,32,0.188630556,0.053086111,411.9850176,NA,NA,NA,0.045884205,0.024758882,246.4053386,NA,NA,NA,2.130891827,1.720410131,9.718804093,6.928214346,392.4959193,26.77420183,38.77994526,0.927119419,-0.753451066,0.469865908,0.852148899,0.343684983,0.425879995
3/10/2013,2013,YR2,2013-03,peak,6,32,5.792602084,0.098111111,40.39156844,131.1474189,6.869719407,18.79336989,3.438875787,0.031098972,20.58902638,26.6018437,0.646477101,3.576629091,3.346186293,2.73853906,8.836869234,6.141708526,379.856618,28.78161055,30.6924806,1.560006403,-1.040549239,0.332098617,0.81916567,0.398488376,0.234902325
4/10/2013,2013,YR2,2013-04,peak,6,32,78.92890833,0.309319445,4.795381207,183.0246888,8.406977855,21.94053827,28.205335,0.06506208,1.136852723,41.11952853,0.331831204,5.059559903,4.657841758,4.002014026,6.652367543,7.579221745,386.8999209,30.95434212,25.56681775,2.076504618,-0.539475846,-0.079132446,0.837678721,0.453654685,0.085701607
5/10/2013,2013,YR2,2013-05,peak,6,32,109.9919479,0.339445833,3.19252253,221.7302013,10.21568643,21.52401529,12.51386041,0.126070472,1.03969861,38.2659601,0.294244811,3.262969796,1.964618362,3.31123006,6.421277824,10.11524336,422.4625204,31.35457517,37.16493819,1.818539475,0.148213756,-0.130334589,0.926287568,0.463392931,0.391146332
6/10/2013,2013,YR2,2013-06,peak,6,32,34.75691042,0.203659722,9.38574351,250.6578423,7.047031069,35.39113374,12.88439487,0.020637744,3.352453108,20.01403691,0.299761113,1.501894645,0.615583129,1.290100745,6.191682317,11.99041177,395.9037965,30.71985402,33.76087419,0.535235903,0.553403359,-0.183064048,0.860860282,0.447890586,0.312706546
7/10/2013,2013,YR2,2013-07,notpeak,6,32,1.789394445,0.124888889,122.6324238,324.9537527,7.019365943,47.85295484,1.003775928,0.014109979,47.09972665,64.0692117,0.459433954,12.34585213,0.096132241,0.355857685,6.240783225,13.07511307,359.752969,28.9087445,28.75242426,-1.218238573,0.759742273,-0.171624905,0.76437252,0.401829334,0.181585636
9/10/2010,2010,PRE,2010-09,notpeak,7,128,0.508350694,0.299537037,2.13644E+17,373.0846979,12.6330257,28.97384504,0.355929308,0.063291152,2.13644E+17,83.64146395,0.696602064,5.068835626,0.57084553,0.85953948,3.993491602,16.83917204,34.85,2,38.58392857,-0.017620807,1.362526874,-0.818159617,-1.587888862,-1.622846147,0.421742239
10/10/2010,2010,PRE,2010-10,notpeak,7,128,0.658476389,0.262472222,706.260032,658.8827105,11.68917184,61.3767455,0.269825537,0.051638889,235.4200114,278.318074,1.76922286,33.09962591,1.581811427,1.076328478,5.603987418,13.39281989,31.875,2,35.29017857,0.288589027,0.8169433,-0.327490932,-1.677804106,-1.622846147,0.348881156
11/10/2010,2010,PRE,2010-11,notpeak,7,128,0.42441875,0.1285,308.1861957,NA,NA,NA,0.029852083,0.0235,77.04654871,NA,NA,NA,0.910971041,1.246391234,11.05597433,9.461301701,24.125,2.25,24.5675,0.488309455,-0.01102216,0.6565512,-1.958513207,-1.533563969,0.053145293
12/10/2010,2010,PRE,2010-12,notpeak,7,128,0.610020834,0.178888889,492.2418407,NA,NA,NA,0.298520834,0.101111111,406.6345638,NA,NA,NA,0.641647066,0.776309053,15.45769065,5.359862691,44.925,2.25,47.59607143,-0.156279286,-1.364971541,1.14189523,-1.33200067,-1.533563969,0.593146426
