date,year,trt_yr,yr_mon,peak,stream,ratio,mean.chla,mean.afdm,mean.bf.ratio,mean.cp,mean.cn,mean.np,se.chla,se.afdm,se.bf.ratio,se.cp,se.cn,se.np,Light,mean.light2,mean.discharge2,mean.temp2,mean.din2,mean.srp2,mean.np2,light2.z,temp2.z,discharge2.z,addN2.z,addP2.z,addNP2.z
1/10/2011,2011,PRE,2011-01,notpeak,7,128,0.504024305,0.056172139,168.1764464,503.6756773,11.91284404,38.04227197,0.175192042,0.020231378,126.2689879,273.2425336,5.776906563,12.97676073,0.541887387,0.591767227,13.22414031,2.579461694,93.5,2,78.05357143,-0.525828117,-3.107485465,0.915885019,-0.593414212,-1.622846147,0.997045623
2/10/2011,2011,PRE,2011-02,notpeak,7,128,4.081947917,0.104513889,25.17457576,263.7628952,6.491694498,40.23863753,0.201177084,0.040625,8.711637923,65.24696211,0.314184487,8.103370614,1.161678071,0.851782729,11.39206655,3.19324382,106.6,2.45,87.39650146,-0.029962742,-2.598909387,0.699919404,-0.461286861,-1.469012444,1.089363882
3/10/2011,2011,PRE,2011-03,peak,7,128,1.307651042,0.090555555,79.58801467,167.7179906,8.967897479,20.15734679,0.449592007,0.018616552,15.53686911,58.20203552,2.708954311,5.800585227,2.736552136,1.949115104,21.70824869,5.421353531,92.1,3.225,67.91700073,1.097045969,-1.337793144,1.633683679,-0.608616369,-1.260673837,0.883457086
4/10/2011,2011,PRE,2011-04,peak,7,128,2.1805,0.053329042,44.37932152,335.4126187,8.176475871,43.87798,1.49909375,0.003343209,28.97755332,22.22672824,2.354751162,9.918086645,5.475629466,4.106090801,25.70147914,7.929648248,63.325,3.65,37.35349026,2.111458109,-0.43178788,1.878221523,-0.98608303,-1.166835049,0.395278498
5/10/2011,2011,PRE,2011-05,peak,7,128,3.663586111,0.06097037,25.21620537,240.936545,6.490076617,37.07704403,2.188631497,0.017900418,7.823189222,29.29044944,0.715715494,0.424314644,1.629817046,3.552723256,20.34022924,10.24281693,39.15,3.3,26.26948052,1.914378436,0.178074901,1.539417854,-1.470649575,-1.243247268,0.107840136
6/10/2011,2011,PRE,2011-06,peak,7,128,0.944018055,0.24475,277.6886036,176.0402587,9.142690585,19.12738047,0.221637824,0.17825,155.6982344,39.60142784,0.317562344,3.667114376,0.788475937,1.209146491,NA,13.1829156,NA,NA,NA,0.447006236,0.779305735,NA,NA,NA,NA
7/10/2011,2011,PRE,2011-07,notpeak,7,128,0.878689583,0.093388889,186.730872,381.7707012,7.149654794,53.3970817,0.431707063,0.018684102,67.14270018,NA,NA,NA,0.735223883,0.76184991,2.251928225,16.08772205,472.561963,8.34600558,136.1346547,-0.181876127,1.253758862,-1.647803973,1.039214907,-0.539908175,1.451247087
8/10/2011,2011,YR1,2011-08,notpeak,7,128,0.437397917,0.110453578,369.6465131,1408.806816,11.3972627,122.249274,0.156241352,0.031561984,165.6245326,504.0077977,0.420570186,41.20706719,0.962739112,0.848981497,2.302362414,17.35411291,513.3210195,8.397383273,124.7047601,-0.034447486,1.434294045,-1.615727912,1.122581736,-0.535256122,1.379639933
9/10/2011,2011,YR1,2011-09,notpeak,7,128,0.195336459,0.126111111,615.3022996,215.6890882,6.800343437,31.15650125,0.021336818,0.034549064,99.76362523,50.87642794,0.721319332,5.322171316,0.365297664,0.664018388,3.094448259,16.25209746,396.5216468,6.692252823,122.3750434,-0.368993672,1.277979159,-1.187532548,0.862431628,-0.707304145,1.364241095
10/10/2011,2011,YR1,2011-10,notpeak,7,128,0.679459375,0.206875,481.2734077,334.4436939,7.254369531,46.59801117,0.225898099,0.027428174,224.404807,17.96562641,0.531296282,2.983745573,0.4360758,0.400686732,3.929310392,12.62066198,245.7127029,5.289936606,191.6215142,-1.056703672,0.675457877,-0.841623376,0.380194928,-0.885548788,1.730404978
11/10/2011,2011,YR1,2011-11,notpeak,7,128,0.01,0.17315,17315,469.1152669,7.998385773,58.07343067,0,0.01165,1165,99.52538303,0.54425524,8.491540169,0.688537003,0.562306402,5.91314115,9.04553871,243.0718379,5.38558126,119.5339953,-0.595352634,-0.118090997,-0.249724244,0.369306132,-0.871965798,1.345060783
12/10/2011,2011,YR1,2011-12,notpeak,7,128,0.721641667,0.077796296,110.9723957,199.1926568,8.647629309,24.29567791,0.065631476,0.006468214,17.43851927,84.07798811,0.544969592,10.63034478,0.642224944,0.665380973,11.31407268,7.294280645,234.1341419,4.9581604,71.08671177,-0.366202796,-0.630775987,0.689970441,0.331556093,-0.934647018,0.920702925
1/10/2012,2012,YR1,2012-01,notpeak,7,128,0.801247222,0.0650875,73.83627609,302.7086098,7.364545594,41.13066433,0.206719914,0.017036803,26.27721596,16.47288478,0.257296756,2.017036855,0.684607387,0.663416165,12.97735982,6.017176401,243.3411194,4.702024609,150.6462856,-0.370228983,-1.089355922,0.888604257,0.370421834,-0.974853739,1.533954842
2/10/2012,2012,YR1,2012-02,notpeak,7,128,1.907072222,0.073722222,76.92404718,NA,6.308131239,NA,0.912278574,0.015414256,41.80826121,NA,0.409591441,NA,1.016152449,0.850379918,9.264119377,5.147130239,264.7832715,5.244478567,120.5528141,-0.032206782,-1.461463499,0.400477118,0.455516674,-0.892090855,1.351990898
3/10/2012,2012,YR1,2012-03,peak,7,128,10.00369271,0.098423611,28.27236574,NA,NA,NA,5.30429397,0.034546376,19.12016885,NA,NA,NA,2.375716358,1.695934403,7.222198281,6.770050612,399.9622896,8.015279839,131.0673775,0.90761138,-0.808473159,0.039890259,0.871137498,-0.57055756,1.420273166
4/10/2012,2012,YR1,2012-04,peak,7,128,12.08814688,0.128666667,10.27814038,299.4159252,7.636998399,39.46287929,1.350131728,0.031471548,1.41687183,10.30839626,0.39114523,2.164761433,3.365807753,2.870762055,6.635295367,9.140749463,516.3513858,11.70734407,99.22180061,1.624202839,-0.093143765,-0.082853787,1.128512958,-0.283368162,1.192985267
5/10/2012,2012,YR1,2012-05,peak,7,128,77.78803959,0.223185185,2.932318406,215.6559194,6.28087534,34.38242541,15.5711504,0.057814815,0.411979203,3.703693087,0.122336934,1.240896637,1.187339306,2.27657353,6.834640646,11.08877181,543.5661903,11.99314084,85.30415454,1.308473966,0.367147364,-0.039985995,1.180270722,-0.265085764,1.069577328
6/10/2012,2012,YR1,2012-06,peak,7,128,136.0632,0.41524,5.020736407,241.8473924,8.164967327,29.76070658,46.25268625,0.05196,2.683918488,0.516091119,0.569901349,2.014040601,0.661487152,0.924413229,5.80692997,13.11203848,592.5276308,13.9937565,79.4822666,0.081441727,0.766461413,-0.275973129,1.267177968,-0.148140817,1.011856518
7/10/2012,2012,YR1,2012-07,notpeak,7,128,11.95121667,0.07058125,12.18848853,299.8094168,8.157570399,37.03766925,6.793986665,0.010025414,5.122215633,77.92411299,0.31465215,10.23684646,0.50670308,0.584095116,4.682556152,15.26280645,609.6639038,18.89127194,76.45672326,-0.543594408,1.128346206,-0.587637498,1.29590687,0.079333171,0.980167238
8/10/2012,2012,YR2,2012-08,notpeak,7,128,0.678810417,0.0816,184.9117174,170.666194,8.796130823,19.40241652,0.541791212,NA,NA,NA,NA,NA,0.580116018,0.543409549,4.532379664,16.21558905,612.3118859,16.77887219,107.3964723,-0.641891994,1.272620967,-0.634844569,1.30027404,-0.010552764,1.257630656
9/10/2012,2012,YR2,2012-09,notpeak,7,128,6.557075,0.089175,65.3043724,152.300376,6.856643955,23.44694091,4.75741683,0.011756914,45.61336105,1.554604692,0.428967131,1.783405426,0.786359906,0.683237962,4.801768513,15.3790826,600.4169227,12.02701759,98.79480547,-0.330146875,1.146428504,-0.551229505,1.280506153,-0.262947614,1.189463739
10/10/2012,2012,YR2,2012-10,notpeak,7,128,0.220645834,0.125375,284.1091491,283.9493343,5.696893611,49.84283606,0.220645834,NA,NA,NA,NA,NA,0.684055845,0.735207876,6.305092602,13.21754194,575.7873177,10.99921548,150.6769905,-0.230338747,0.785555617,-0.156777994,1.238299092,-0.330662993,1.534121254
11/10/2012,2012,YR2,2012-11,notpeak,7,128,6.139145834,0.173525,181.3338915,290.1998785,7.681831209,38.04931871,5.682279167,0.015125,165.3755785,53.25252473,0.254868636,8.194674028,0.667162921,0.675609383,5.407237163,9.344541935,547.2728216,10.13966159,110.301861,-0.345433435,-0.0406079,-0.379249814,1.187118778,-0.392342764,1.279427024
12/10/2012,2012,YR2,2012-12,notpeak,7,128,0.4438875,0.066851389,280.3638308,101.6978086,9.135787973,11.23670333,0.16336229,0.014232292,138.7844099,13.48388184,0.886949992,1.2573157,0.827526416,0.747344669,4.472183777,6.800744557,518.701043,10.90812575,128.4630831,-0.208047428,-0.797695496,-0.654207434,1.133087945,-0.336966675,1.403885183
1/10/2013,2013,YR2,2013-01,notpeak,7,128,0.348490625,0.0491,183.4314252,367.0572468,8.84577098,42.01640481,0.102922828,0.008754309,68.08528175,29.82439863,0.439046036,6.109907548,0.619848648,0.723687532,9.685636778,6.310590894,507.9069783,11.34350424,74.69359137,-0.251840929,-0.97591869,0.464915185,1.111897343,-0.307299745,0.961116814
2/10/2013,2013,YR2,2013-02,notpeak,7,128,0.140607639,0.027294444,194.0431598,NA,NA,NA,0.001144655,0.003183495,22.42373338,NA,NA,NA,1.461789774,1.040819211,13.50799384,5.351050542,525.7281912,10.25822911,83.50853212,0.242915609,-1.368891955,0.946641452,1.146647753,-0.383530299,1.0522059
3/10/2013,2013,YR2,2013-03,peak,7,128,4.239644792,0.064555556,29.44165597,226.0819116,8.701099982,26.15570684,1.291610507,0.012020045,16.40590822,28.00604577,0.160436487,3.645622681,1.743892944,1.602841359,11.77449586,4.311737598,426.678753,8.89872916,106.4694497,0.830749324,-1.883413477,0.747737031,0.936294365,-0.491299667,1.25055184
4/10/2013,2013,YR2,2013-04,peak,7,128,68.61955626,0.263033334,5.003826241,161.3969636,7.930545222,20.54269596,31.73312324,0.066129616,0.934764786,45.08660446,0.317650352,5.729383977,3.586250357,2.66507165,11.08186103,6.15738461,431.8862559,9.958082065,78.74406442,1.522983568,-1.034475709,0.659938086,0.948518231,-0.406040331,1.004237326
5/10/2013,2013,YR2,2013-05,peak,7,128,57.98961875,0.274983334,4.95723205,200.9024839,10.84954655,18.30920301,7.522368602,0.07607626,1.62154846,80.78034936,0.867373228,6.879537452,2.089042001,2.837646179,7.887225702,9.291733846,517.6572094,11.30398765,92.44081938,1.608406432,-0.054110548,0.167455192,1.131058074,-0.309945026,1.135182899
6/10/2013,2013,YR2,2013-06,peak,7,128,52.04905417,0.204055556,4.136110447,430.1633809,6.195697228,68.8743878,9.635818534,0.023994275,0.413231515,110.2337646,0.130071049,16.66151798,0.561366576,1.325204289,4.510142654,11.93966388,439.9014382,8.31025308,80.65303158,0.571785863,0.543298018,-0.641967302,0.967047651,-0.543162355,1.023796388
7/10/2013,2013,YR2,2013-07,notpeak,7,128,10.45947778,0.118986111,29.7148406,335.8569835,6.413782278,53.19642372,7.666644714,0.017921838,13.06711063,38.63023469,0.227603236,7.844398397,0.407948509,0.484657542,NA,13.63146421,397.61126,6.47676551,92.95718696,-0.797670284,0.859024164,NA,0.865196827,-0.732113707,1.139731358
